avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Fred Ederer,4.95983498,F. P. Bowden,338.367516,Reginald A. Clift,0.95013475,Olivier Colliot,0.15,Edwin M. Southern,2.596149544,Kary B. Mullis,142.554784,Cliff Tabin,0.5859395,Olivier Colliot,0.15
Yoav Freund,4.937621167,S. Goldstein,326.701351,Carl R. Woese,0.9454215,Olivier Collin,0.15,Susan M. Hailpern,2.587477607,Russell Higuchi,142.554784,Darlene Groth,0.58450725,Olivier Collin,0.15
Jeffrey C. Lee,4.902525716,Tim R. Mosmann,320.1580085,Joel C. Kleinman,0.943543,Olivier Collignon,0.15,Martin Poenie,2.587176009,Henry A. Erlich,142.554784,James M. Woodruff,0.5838145,Olivier Collignon,0.15
Patrick O. Brown,4.895728543,J. J. Hopfield,316.3088855,Jeanne G. Waggoner,0.94168575,Olivier Cointault,0.15,Nan M. Laird,2.585941257,R. Mead,142.1894625,Philip J. Held,0.5829305,Olivier Cointault,0.15
Georges Köhler,4.889621506,Eladio Viñuela,316.04825,David B. Pryor,0.94021525,Olivier Clément,0.15,Aaron L. Halpern,2.570506879,P. J. Flory,140.7609185,Richard G. W. Anderson,0.5828115,Olivier Clément,0.15
John R. Carson,4.858998193,Stacey F. Bent,314.3368345,Arthur M. Sobol,0.938341,Olivier Clermont,0.15,Patrick Minx,2.5636688,Richard Helm,140.65177,Jeffrey M. Piehler,0.582769,Olivier Clermont,0.15
Jeremy H. Burroughes,4.85332947,Joseph R. Lakowicz,311.8880355,Werner R. Loewenstein,0.938171,Olivier Civelli,0.15,Lee Rowen,2.556512323,Ralph E. Johnson,140.65177,T. K. Sampath,0.5813835,Olivier Civelli,0.15
Aravind Subramanian,4.849703024,Henry A. Erlich,304.5559185,D. C. Van Essen,0.936709,Olivier De Lacharriere,0.15,Jonathan Marchini,2.554017902,Mary E. Charlson,140.435037,R J Lefkowitz,0.581324,Olivier De Lacharriere,0.15
Edward J. Roccella,4.843957887,Norman Arnheim,304.5559185,Robert F. Meenan,0.9350005,Olivier De Wever,0.15,Pamela Whittaker,2.545069307,R. A. Fisher,138.1343335,S I Reed,0.580474,Olivier De Wever,0.15
Ronald A. Laskey,4.833858475,Randall K. Saiki,304.5559185,P Leder,0.934261,Olivier Decaux,0.15,Ivica Letunic,2.536775273,Steven H. Strogatz,137.5574385,W. M. Crist,0.5801765,Olivier Decaux,0.15
Donald B. Rubin,4.833353284,Kary B. Mullis,304.5559185,M. A. Fiatarone,0.930946,Olivier Dewit,0.15,Mark Dickson,2.531044943,David Lane,137.411502,Endel Tulving,0.5784765,Olivier Dewit,0.15
Liesi E. Hebert,4.813730109,Alex Pentland,303.075227,Pascal Haffter,0.930657,Olivier Dulac,0.15,J. Michael Cherry,2.528877248,Ed Harlow,137.411502,R W Alexander,0.5766575,Olivier Dulac,0.15
Mary Burden,4.792241,Graeme A. Reid,299.165244,Peter J. Savage,0.92474525,Olivier Duchamp,0.15,David L. Swofford,2.525420767,Ingrid Daubechies,136.338513,Christiane Nüsslein-Volhard,0.57573525,Olivier Duchamp,0.15
Ingrid Daubechies,4.772238399,David A. Patterson,297.640752,Michael L. Frigge,0.923738,Olivier Dubreuil,0.15,Toby Bloom,2.52496936,Joseph O. Hirschfelder,135.7779295,E.D. Salmon,0.5755695,Olivier Dubreuil,0.15
V. S. Kalyanaraman,4.741264476,Philip E. Hartman,297.101954,Lee N. Robins,0.923415,Olivier Dubourg,0.15,Jennifer Baldwin,2.506797981,A. K. Geim,135.2242395,Donald D. Newmeyer,0.5749915,Olivier Dubourg,0.15
Ian Korf,4.727543425,H. C. Liu,296.3633805,Keaven M. Anderson,0.9217235,Olivier Dubois,0.15,N. Ferrara,2.506557157,Sergey V. Morozov,135.2242395,Carl R. Woese,0.5736315,Olivier Dubois,0.15
David R. Bentley,4.721570111,Eicke R. Weber,296.3633805,James I. Garrels,0.9211795,Olivier Dorseuil,0.15,Karen A. Ketchum,2.505773565,D. S. Jiang,135.2242395,Robert P. Perry,0.5733,Olivier Dorseuil,0.15
Tim R. Mosmann,4.704295441,Russell Higuchi,295.1582335,W. Michael O'Fallon,0.914558,Olivier Dormond,0.15,Eric Pelletier,2.499281274,I. V. Grigorieva,135.2242395,Mark E. Molliver,0.5731725,Olivier Dormond,0.15
Donald R. Huffman,4.694366742,David H. Gelfand,295.1582335,Ulrich K. Laemmli,0.91449,Olivier Diat,0.15,Aileen Robertson,2.498978203,K. S. Novoselov,135.2242395,Stanley J. Korsmeyer,0.573096,Olivier Diat,0.15
James B. Hicks,4.687589671,Allen J. Bard,294.646457,Jonathan A. Raper,0.913606,Olivier Devuyst,0.15,Michaele C. Christian,2.490029222,Wang,133.270914,D. R. Curtis,0.57182525,Olivier Devuyst,0.15
Stephen T. Sherry,4.67400634,Larry R. Faulkner,294.646457,Marek Kubin,0.91181675,Olivier Delaire,0.15,Sean Humphray,2.483238006,George A. Miller,131.974936,J.Ward Kennedy,0.571481,Olivier Delaire,0.15
Gavin Sherlock,4.658018803,J. Beringer,294.341494,Jennifer J. Anderson,0.90828925,Olivier Detry,0.15,Peter W. J. Rigby,2.47732363,Graeme A. Reid,131.3978115,Robert M. Weisskoff,0.5704865,Olivier Detry,0.15
C. Milstein,4.654990117,P.-G. De Gennes,294.0087785,S I Reed,0.907367,Olivier Detante,0.15,Yoav Freund,2.474323222,Patrick H. O'Farrell,131.255921,Lawrence F. Brown,0.56841675,Olivier Detante,0.15
David P. Bartel,4.638705786,Mark R. Rosenzweig,293.892609,Robin B. Foster,0.902607,Olivier Descamps,0.15,J Holmes,2.47198509,Rebecca DerSimonian,131.122896,Clare M. Waterman-Storer,0.5656245,Olivier Descamps,0.15
Richard R. Copley,4.608264284,Daniel L. Schacter,293.892609,Rosa Hendler,0.8994195,Olivier Dereure,0.15,Trevor Hawkins,2.470469381,Alex Pentland,129.6972335,Lora Lewis,0.5633975,Olivier Dereure,0.15
J. J. Hopfield,4.600537337,Robert J. Sternberg,293.892609,Eugene R. Passamani,0.8972435,Olivier Denis,0.15,Robert B. Catalano,2.461294833,A. L. Page,129.1524855,Gary Buell,0.5625305,Olivier Denis,0.15
David W. Hosmer,4.594307682,Shelley E. Taylor,293.892609,Nathan Maccoby,0.89712025,Olivier Delelis,0.15,Chad Nusbaum,2.460979617,R. H. Miller,129.1524855,B. Frank Polk,0.5609835,Olivier Delelis,0.15
Isaac L. Chuang,4.555010109,John M. Darley,293.892609,Ellson Y. Chen,0.895654,Olivier Delattre,0.15,Tavia Gordon,2.457948819,Patrick O. Brown,124.871809,K. R. Chan,0.5604905,Olivier Delattre,0.15
Victor R. Ambros,4.554485948,D. Taylor,293.892609,Edwin H. Eylar,0.89500375,Olivier Delalande,0.15,Eli Robins,2.4562105,Michael B. Eisen,124.871809,David B. Pryor,0.560448,Olivier Delalande,0.15
Allen Newell,4.547892808,Susan T. Fiske,293.892609,Jean Paul Revel,0.89486775,Olivier Chosidow,0.15,Gordon J,2.449386349,Paul T. Spellman,124.871809,Lewis G. Tilney,0.55955975,Olivier Chosidow,0.15
Paul Milgrom,4.523670155,Patrick H. O'Farrell,289.558595,G. B. Kistiakowsky,0.89379675,Olivier Chazouillères,0.15,Margherita Maffei,2.437846427,David Botstein,124.871809,Solomon A. Berson,0.5572435,Olivier Chazouillères,0.15
Trevor Hawkins,4.512534784,Arthur W. Adamson,288.303706,Hugh R.B. Pelham,0.8936905,Olivier Bastien,0.15,Vishwanath R. Iyer,2.436547855,Kazuo Nakamoto,123.0487545,James I. Garrels,0.55718825,Olivier Bastien,0.15
Gordon J,4.487161387,P. J. E. Peebles,283.738526,Harold T. Dodge,0.89354175,Olivier Chavignon,0.15,Michael L. Metzker,2.431696747,J. S. Bell,122.460121,S H Orkin,0.55689925,Olivier Chavignon,0.15
Joseph O. Hirschfelder,4.477160837,Manfred Bochmann,283.0236335,Frank E. Speizer,0.89152725,Olivier Bouché,0.15,Robert Baertsch,2.415467852,Martin Fishbein,122.358291,Jeanne G. Waggoner,0.55664,Olivier Bouché,0.15
Cynthia L. Ogden,4.474879625,Geoffrey Wilkinson,283.0236335,Kim Nasmyth,0.891319,Olivier Bouchez,0.15,H. R. Horvitz,2.408601337,Russell F. Doolittle,122.266559,Marc van de Wetering,0.5561895,Olivier Bouchez,0.15
Wayne J. Higgins,4.46681884,P. C. Eklund,282.7431335,Fuller Albright,0.890962,Olivier Boucher,0.15,Donald B. Rubin,2.406381104,Douglas P. Wagner,122.145927,William H. Stein,0.55613,Olivier Boucher,0.15
Michaele C. Christian,4.455371698,G. Dresselhaus,282.7431335,S L Kunkel,0.8853095,Olivier Bouchaud,0.15,Clifford L. Johnson,2.39937698,William A. Knaus,122.145927,Michael E. Greenberg,0.55525025,Olivier Bouchaud,0.15
M. D. Poulik,4.441018492,M. S. Dresselhaus,282.7431335,Mary J. Matthews,0.8844935,Olivier Boss,0.15,Michael R. Hee,2.396680794,Barbara J. McNeil,122.068458,Cyrus Chothia,0.5551525,Olivier Boss,0.15
W. M. Cowan,4.43424704,K. A. Müller,281.0283095,George K. Aghajanian,0.88227925,Olivier Bonny,0.15,Geoffrey E. Hinton,2.390249557,James A. Hanley,122.068458,Norton B. Gilula,0.554498,Olivier Bonny,0.15
Richard Peto,4.433599332,J. G. Bednorz,281.0283095,Jeffrey C. Watkins,0.880643,Olivier Blin,0.15,David W. Hosmer,2.3816461,Stacey F. Bent,120.6635865,Rosa Hendler,0.5526535,Olivier Blin,0.15
Amy E. Pasquinelli,4.431322068,John E. Ware,278.7975525,Costan W. Berard,0.87923625,Olivier Bletry,0.15,Richard R. Hudson,2.379355633,Richard A. Olshen,120.6245715,Karen O'Rourke,0.551557,Olivier Bletry,0.15
Robert L. Spitzer,4.427168457,Cathy D. Sherbourne,278.7975525,Philip E. Bernatz,0.876376,Olivier Blacque,0.15,Ghia Euskirchen,2.378485491,Wladek Minor,119.7206815,B. Lawrence Riggs,0.5503415,Olivier Blacque,0.15
Jill P. Mesirov,4.425110245,C. Milstein,278.379548,Ross Jakes,0.8760615,Olivier Bienayme,0.15,D. R. Matthews,2.378318637,Zbyszek Otwinowski,119.7206815,Linda M. Rolnitzky,0.5490155,Olivier Bienayme,0.15
Aileen Robertson,4.423612384,Georges Köhler,278.379548,Joan Massagué,0.875203,Olivier Beyssac,0.15,Paul Predki,2.371163282,Georges Köhler,118.7657405,Friedrich Bonhoeffer,0.5481655,Olivier Beyssac,0.15
Patrick H. O'Farrell,4.4230785,David B. Johnson,276.758802,John R. Glenney,0.87445075,Olivier Bertrand,0.15,Richard Durbin,2.367909403,C. Milstein,118.7657405,Sheila C. Barton,0.547885,Olivier Bertrand,0.15
F. Barre-Sinoussi,4.407754593,David J. Schlegel,275.0076915,J T Fallon,0.87422975,Olivier Berton,0.15,Christopher B. Burge,2.364663472,Ahmedin Jemal,118.020758,S F Schlossman,0.547851,Olivier Berton,0.15
Robert B. Catalano,4.406805333,Marc Davis,275.0076915,Suzanne M. Paley,0.874081,Olivier Bernard,0.15,P Park,2.357307227,Jacques Ferlay,118.020758,L.L.M. van Deenen,0.5476895,Olivier Bernard,0.15
John P. Huelsenbeck,4.39587444,Leon Festinger,274.4409115,Denis Gospodarowicz,0.87383875,Oliver Soehnlein,0.15,Elizabeth Lacy,2.349458127,Freddie Bray,118.020758,William J. Henzel,0.547664,Oliver Soehnlein,0.15
Clifford L. Johnson,4.395269364,Michael H. Kutner,271.990761,Alex B. Novikoff,0.87355825,Olivier Benveniste,0.15,Eric S. Lander,2.334949341,Elizabeth Ward,118.020758,Tim Hunkapiller,0.54688625,Olivier Benveniste,0.15
Sergey V. Morozov,4.393883835,William T. Friedewald,266.4637975,Nael Martini,0.8732565,Olivier Bensaude,0.15,J Martin Bland,2.33493909,David Forman,118.020758,Howard G. Welgus,0.5453435,Olivier Bensaude,0.15
J. Michael Cherry,4.389767429,Donald S. Fredrickson,266.4637975,Reubin Andres,0.87296325,Olivier Baudoin,0.15,Daniel C. Koboldt,2.333477197,Jian Pei,117.5313025,Jordan D. Tobin,0.545301,Olivier Baudoin,0.15
J Holmes,4.381099806,Robert I. Levy,266.4637975,Lily Y. Jan,0.8727125,Olivier Baud,0.15,David R. Cox,2.333359171,Michael Grätzel,116.484196,Reubin Andres,0.545301,Olivier Baud,0.15
al. et,4.365706371,David Glick,264.4030915,Jérôme Giraudat,0.8709275,Olivier Bouriaud,0.15,E. Kellenberger,2.33333022,Oliver Smithies,115.9756155,Timothy Fennell,0.5450205,Olivier Bouriaud,0.15
Ronald L. Rivest,4.363453704,John G. Kirkwood,262.564567,G Blobel,0.8696525,Olivier Boutaud,0.15,Qui-Lim Choo,2.32438309,J. J. Hopfield,115.970728,Thomas M. Jessell,0.5443235,Olivier Boutaud,0.15
William P. Castelli,4.356139539,Walter Gilbert,261.5311965,R J Lefkowitz,0.8657,Olivier Boyer,0.15,David Botstein,2.322730603,L. H. Bennett,115.1063035,L. J. Ignarro,0.54335025,Olivier Boyer,0.15
Lee Rowen,4.353325266,Robert A. Woodruff,260.33245,Benjamin F. Hankey,0.86349,Olivier Capitain,0.15,Pui Yan Kwok,2.319811528,Matthew H. Liang,114.5125275,Dana Giulian,0.54323125,Olivier Capitain,0.15
B. A. Roe,4.351682701,George Winokur,260.33245,Charles A. Alford,0.85987325,Olivier Chastel,0.15,Lora Lewis,2.317701274,Gene G. Hunder,114.5125275,Elliot W. Strong,0.543125,Olivier Chastel,0.15
Lee N. Robins,4.33506432,John P. Feighner,260.33245,W. Dansgaard,0.859138,Olivier Chassande,0.15,Cole Trapnell,2.30306054,James F. Fries,114.5125275,Carroll M. Williams,0.54291675,Olivier Chassande,0.15
John E. Helzer,4.334251008,Eli Robins,260.33245,George B. Hutchison,0.8579905,Olivier Chaloin,0.15,W. M. Cowan,2.286616127,Ronald L. Wilder,114.5125275,James G. Hirsch,0.5428955,Olivier Chaloin,0.15
Teresa C. Horan,4.331091046,Samuel B. Guze,260.33245,Kaplan No,0.856299,Olivier Chabre,0.15,Georges Köhler,2.284314566,Jane G. Schaller,114.5125275,Colin Feyerabend,0.5428105,Olivier Chabre,0.15
Michael S. Gottlieb,4.326576869,Oliver Smithies,260.218584,David M. Berkson,0.855007,Olivier Cazorla,0.15,Robert Tibshirani,2.279190159,Harvinder S. Luthra,114.5125275,M B Brenner,0.542717,Olivier Cazorla,0.15
F. C. Greenwood,4.319573601,Rakesh Agrawal,258.406248,Shunzaburo Iwatsuki,0.852049,Olivier Cassar,0.15,Rajinder Kaul,2.27491377,Frank C. Arnett,114.5125275,A Grinvald,0.542445,Olivier Cassar,0.15
Dienstag Jl,4.305913788,George A. Bray,255.984156,Joseph P. Miletich,0.8509525,Olivier Casasnovas,0.15,B. A. Roe,2.273069739,Thomas A. Medsger,114.5125275,Leena Mykkänen,0.542411,Olivier Casasnovas,0.15
Karen O'Rourke,4.296865651,K. A. Gschneidner,255.897235,Elizabeth D. Hay,0.8497115,Olivier Caron,0.15,Stephen J. Aldington,2.271958417,Robert S. Pinals,114.5125275,Spyros Artavanis-Tsakonas,0.5423175,Olivier Caron,0.15
Vishwanath R. Iyer,4.2922047,V. K. Pecharsky,255.897235,Ramzi S. Cotran,0.8475525,Olivier Cador,0.15,Patrick H. O'Farrell,2.268786,John T. Sharp,114.5125275,Argiris Efstratiadis,0.5423175,Olivier Cador,0.15
W. Dansgaard,4.278545653,Douglas P. Wagner,255.237108,Howard A. Schneiderman,0.84736975,Olivier Braissant,0.15,Christie Kovar,2.266463875,D. Bloch,114.5125275,George E. Palade,0.54219,Olivier Braissant,0.15
J Martin Bland,4.277946509,William A. Knaus,255.237108,Paul Doty,0.8462605,Olivier C. Martin,0.15,William P. Castelli,2.26395469,John D. Ferry,114.221615,Stanford Moore,0.541935,Olivier C. Martin,0.15
Aaron L. Halpern,4.274490803,Kieron Burke,254.6751305,L. Lorand,0.845912,Olivier Bénichou,0.15,Alan J. Buckler,2.257137958,William R. Pearson,113.4538865,E Kieff,0.5416715,Olivier Bénichou,0.15
Helga Boedtker,4.26579265,John P. Perdew,254.6751305,Richard J. Havlik,0.845623,Olivier Buriez,0.15,Anne S. Olsen,2.257099266,Albert László Barabási,112.514305,Santos A. Susin,0.541272,Olivier Buriez,0.15
Karen A. Ketchum,4.252893591,J. W. T. Spinks,254.3910945,Paul D. Sorlie,0.844824,Olivier Bruyère,0.15,Scott M. Hammond,2.251102494,Réka Albert,112.514305,Yvonne Stirling,0.540201,Olivier Bruyère,0.15
Mark Dickson,4.249848057,Dean Burk,254.03633,Endel Tulving,0.8443905,Olivier Brugière,0.15,Richard D. Piner,2.249296145,Rakesh Agrawal,112.1681255,James O. Taylor,0.5401585,Olivier Brugière,0.15
Scott Shenker,4.246190631,Thomas A. Witten,253.9795585,S F Schlossman,0.843923,Olivier Brocq,0.15,al. et,2.246202738,Donald R. Huffman,111.9680525,A E Weyman,0.54015,Olivier Brocq,0.15
Timothy Fennell,4.24043383,Sidney J. Cutler,253.0056455,Karl A. Piez,0.843294,Olivier Brison,0.15,Gabor T. Marth,2.244384992,Joseph R. Lakowicz,111.746126,Yuh Nung Jan,0.53935525,Olivier Brison,0.15
Ellen E. Walters,4.224294718,Fred Ederer,253.0056455,Wallace H. Clark,0.8418405,Olivier Briand,0.15,Jane Rogers,2.243828295,Eugenia Kalnay,111.6313845,Benjamin F. Hankey,0.53778275,Olivier Briand,0.15
Patrick Minx,4.2191962,Mary E. Charlson,252.493937,J. C. Eccles,0.84179375,Oliver Spadiut,0.15,Brufman G,2.242371184,Ants Leetmaa,111.6313845,V. G. Allfrey,0.537413,Oliver Spadiut,0.15
Jeremy Peterson,4.218359466,Robert G. Parr,252.4411945,Laurie Davidson,0.841594,Oliver Schwarz,0.15,Tarjei S. Mikkelsen,2.237528077,Wayne J. Higgins,111.6313845,Jian Kang Zhu,0.537141,Oliver Schwarz,0.15
Richard R. Hudson,4.21323358,Robert C. Reid,251.9613185,A. J. Dalton,0.8415855,Oliver Smithies,0.15,Zoltán N. Oltvai,2.233053855,Richard W. Reynolds,111.6313845,Thomas E. Kreis,0.5371325,Oliver Smithies,0.15
W. Brian Arthur,4.20256775,Robert Katzman,251.652556,Sanford L. Palay,0.84156,Oliver Senn,0.15,Andrew Kasarskis,2.231671675,Jia Wang,111.6313845,Paul D. Sorlie,0.5368945,Oliver Senn,0.15
David Botstein,4.201626074,Guy M. McKhann,251.652556,Sheldon Penman,0.84132625,Oliver Hampe,0.15,Suzanna E. Lewis,2.220759327,Jacob N. Israelachvili,111.4474615,Richard J. Havlik,0.5368945,Oliver Hampe,0.15
Margherita Maffei,4.197619387,Donald L. Price,251.652556,Daniel J. Diver,0.840268,Oliver H. Lowry,0.15,Robert J. Dodson,2.218693308,David B. Johnson,111.0216625,G Schatz,0.5365375,Oliver H. Lowry,0.15
Richard Durbin,4.192145036,David A. Drachman,251.652556,Julius Axelrod,0.839299,Oliver H. Krämer,0.15,Arthur L. Delcher,2.215010872,Fred J. Sigworth,109.9197565,Werner Risau,0.5362995,Oliver H. Krämer,0.15
Raymond J. MacDonald,4.188837378,Michael Polanyi,250.9127585,Donald D. Matson,0.8392225,Oliver H. Heckl,0.15,Erica Sodergren,2.210818515,Owen P. Hamill,109.9197565,Denis Gospodarowicz,0.5362315,Oliver H. Heckl,0.15
P Park,4.188080922,Steven H. Strogatz,250.461332,Mark E. Molliver,0.8385085,Oliver H. Beahrs,0.15,Liesi E. Hebert,2.204290717,Bert Sakmann,109.9197565,John Spieth,0.53432325,Oliver H. Beahrs,0.15
Nicholas B. Lydon,4.186885802,N. F. Mott,250.3989505,Srinivasa M. Srinivasula,0.837939,Oliver Gröning,0.15,Louis A. Tartaglia,2.200263433,Erwin Neher,109.9197565,Michael Grunstein,0.5341405,Oliver Gröning,0.15
Marshall N. Rosenbluth,4.180113631,E. A. Davis,250.3989505,G. D. Farquhar,0.83771375,Oliver Gross,0.15,Fuli Yu,2.199152406,Stanford Moore,108.856942,Richard G. Wyatt,0.5339705,Oliver Gross,0.15
Jennifer Baldwin,4.178724799,James A. Hanley,248.8175,Edward H. Soule,0.8375905,Oliver Grimm,0.15,Nicholas B. Lydon,2.197244931,William H. Stein,108.856942,T S Zimmerman,0.533639,Oliver Grimm,0.15
Martin Poenie,4.161461464,Barbara J. McNeil,248.8175,S H Orkin,0.83717825,Oliver Griesbeck,0.15,Owen P. Hamill,2.195103326,Henry R. Black,107.9488955,Mary R. Avarbock,0.5331375,Oliver Griesbeck,0.15
Toby Bloom,4.15857994,Rebecca DerSimonian,247.486876,Linda M. Rolnitzky,0.83666825,Oliver Grauer,0.15,Sandra W. Clifton,2.1933316,Daniel W. Jones,107.9488955,K Matsushima,0.5324745,Oliver Grauer,0.15
H. R. Horvitz,4.156144054,J. Gillis,246.183639,Cliff Tabin,0.8347515,Oliver Goetze,0.15,Richard C. Eastman,2.192491978,Barry J. Materson,107.9488955,Thomas Edlund,0.530239,Oliver Goetze,0.15
Donald Geman,4.10927348,A. L. Page,240.9745075,J. Ieuan Harris,0.832941,Oliver Glidewell,0.15,Jörg Schultz,2.191711058,George L. Bakris,107.9488955,W S Argraves,0.529933,Oliver Glidewell,0.15
Gabor Gyapay,4.108669543,R. H. Miller,240.9745075,M. Karplus,0.8320655,Oliver Gimm,0.15,Ants Leetmaa,2.191334075,Jackson T. Wright,107.9488955,D. C. Wiley,0.529899,Oliver Gimm,0.15
Robert C. Onofrio,4.107327085,Robert L. Spitzer,239.893503,D L Taylor,0.8319975,Oliver Gessner,0.15,A. McGuire,2.189691875,Lee A. Green,107.9488955,A. M. Gronenborn,0.52952925,Oliver Gessner,0.15
David J. Dooling,4.095201745,Jean Endicott,239.893503,Argiris Efstratiadis,0.831989,Oliver Gautschi,0.15,I. V. Grigorieva,2.18219095,Edward J. Roccella,107.9488955,John F. Heidelberg,0.52880675,Oliver Gautschi,0.15
William B. Kannel,4.091075219,Paul T. Spellman,237.3177225,D. D. Coffman,0.8315555,Oliver Ganslandt,0.15,Fredrik Ronquist,2.18125675,Suzanne Oparil,107.9488955,David R. Redwood,0.5282245,Oliver Ganslandt,0.15
Eric Pelletier,4.090122766,Patrick O. Brown,237.3177225,Goldberg Al,0.83076075,Oliver Galm,0.15,François Artiguenave,2.179503871,William C. Cushman,107.9488955,David W. Rose,0.52810125,Oliver Galm,0.15
A. McGuire,4.085675768,David Botstein,237.3177225,Daniel H. Haft,0.8306035,Oliver G. Schmidt,0.15,David S. Johnson,2.178121993,Joseph L. Izzo,107.9488955,Roger A. Nicoll,0.5270345,Oliver G. Schmidt,0.15
Michael L. Metzker,4.076977297,Michael B. Eisen,237.3177225,George E. Palade,0.830561,Oliver G. Pybus,0.15,Jennifer R. Wortman,2.177873025,Aram V. Chobanian,107.9488955,Hanne H. Rasmussen,0.52681775,Oliver G. Pybus,0.15
Stephen J. Aldington,4.075211222,Kenneth J. Livak,236.2024885,Minze Stuiver,0.8303315,Oliver Hankinson,0.15,Bert Vogelstein,2.177423562,Jaap Verweij,107.75218,Ralph S. Paffenbarger,0.52587,Oliver Hankinson,0.15
David L. Sackett,4.073220943,Thomas D. Schmittgen,236.2024885,Helen Rayburn,0.82983,Oliver Hantschel,0.15,Ronald A. Laskey,2.168499215,Susan G. Arbuck,107.75218,W S Lane,0.52584025,Oliver Hantschel,0.15
Irving Langmuir,4.070511192,Weitao Yang,236.178391,Cyrus Chothia,0.8268295,Oliver Hardt,0.15,Raymond J. MacDonald,2.155602173,Martine Van Glabbeke,107.75218,Tony Kouzarides,0.52582325,Oliver Hardt,0.15
Walter Gilbert,4.066902872,Philip Holmes,235.598113,Lawrence F. Brown,0.8260135,Oliver Hummel,0.15,Jeremy H. Burroughes,2.152430644,Michaele C. Christian,107.75218,John I. Hedges,0.52568725,Oliver Hummel,0.15
Troy Moore,4.06436519,Rodney A. Brooks,234.321991,Richard W. Eppley,0.82563525,Oliver Janka,0.15,Richard W. Reynolds,2.150199378,Larry Rubinstein,107.75218,M G Caron,0.525649,Oliver Janka,0.15
Ivica Letunic,4.063645109,Sydney Brenner,234.115985,Nancy L. R. Bucher,0.825427,Oliver J. Semmes,0.15,William F. Novotny,2.147561985,Patrick Therasse,107.75218,Xiong Wen (David) Lou,0.525462,Oliver J. Semmes,0.15
Ben Z. Locke,4.062862538,Richard A. Olshen,234.008239,Roman W. DeSanctis,0.823047,Oliver J. Schmitz,0.15,Teresa C. Horan,2.144750133,J. Wanders,107.75218,J T Fallon,0.52537275,Oliver J. Schmitz,0.15
