avg_PR,avg_PR_top_collabs,avg_PR_val,max_PR,max_PR_top_collabs,max_PR_val,median_PR,median_PR_top_collabs,median_PR_val,min_PR,min_PR_top_collabs,min_PR_val,num_pubs,num_pubs_top_collabs,num_pubs_val
Najaf Amin,"[""Beverley Shields"",""Sarah S. Murray"",""Rhian Gwilliam"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Katherine S. Elliott"",""Suzannah Bumpstead"",""Mark J. Daly"",""David Altshuler"",""Ian Dunham"",""Kristin Ardlie"",""Stacey Gabriel"",""Timo T. Valle"",""Sarah Hunt"",""Ewan Birney""]",0.39319415384615386,Selina Vattathil,"[""Lora Lewis"",""Jeffrey G. Reid"",""Granger G. Sutton"",""Kim C. Worley"",""Aaron L. Halpern"",""Patrick Minx"",""David Haussler"",""Huyen Dinh"",""Elaine R. Mardis"",""Arian Smit"",""Lucinda Fulton"",""J. Craig Venter"",""Brygg Ullmer"",""Robert M. Kuhn"",""Webb Miller"",""Christie Kovar"",""Erica Sodergren"",""W. James Kent"",""Ewan Birney"",""Robert Baertsch""]",1.146268,Najaf Amin,"[""Beverley Shields"",""Sarah S. Murray"",""Rhian Gwilliam"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Katherine S. Elliott"",""Suzannah Bumpstead"",""Mark J. Daly"",""David Altshuler"",""Ian Dunham"",""Kristin Ardlie"",""Stacey Gabriel"",""Timo T. Valle"",""Sarah Hunt"",""Ewan Birney""]",0.251881,Timothy E. Reddy,"[""Laura Elnitski"",""Alexej Abyzov"",""Rajinder Kaul"",""Adam Frankish"",""Ian Dunham"",""Mark Diekhans"",""David Haussler"",""Terrence S. Furey"",""Stephen M. J. Searle"",""Tim Hubbard"",""Zhengdong D. Zhang"",""Michael R. Brent"",""Serafim Batzoglou"",""Ghia Euskirchen"",""Gavin Sherlock"",""Robert M. Kuhn"",""Webb Miller"",""Tarjei S. Mikkelsen"",""Vishwanath R. Iyer"",""W. James Kent"",""Gregory J. Hannon"",""Ewan Birney"",""Peter J. Sabo""]",0.15101150000000002,Jamie K. Teer,"[""Laura Elnitski"",""Nancy F. Hansen"",""James C. Mullikin""]",9
Harm Jan Westra,"[""Jeffrey C. Barrett"",""Suzannah Bumpstead"",""Mark J. Daly"",""Barbara E. Stranger""]",0.392012,Sonia A. Melo,"[""Chang Gong Liu""]",1.1361785,Krisztian Homicsko,"[""Douglas Hanahan""]",0.25164725,Stephanie K. Dougan,"[""Gerald R. Fink""]",0.15090950000000006,Bradley Wubbenhorst,"[""Mark J. Daly"",""David Altshuler""]",9
Keiran Raine,"[""Zemin Ning"",""Stuart McLaren"",""Sarah Edkins"",""Yasushi Totoki"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""David Torrents"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Ewan Birney"",""Graham R. Bignell""]",0.3864965625,Sachet A. Shukla,"[""Daniel C. Koboldt"",""Lora Lewis"",""Jeffrey G. Reid"",""Gordon Saksena"",""Wendy Winckler"",""Boris Reva"",""Jane Peterson"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Andrew J. Mungall"",""David Haussler"",""Huyen Dinh"",""Elaine R. Mardis"",""David J. Dooling"",""Kristian Cibulskis"",""Lucinda Fulton"",""Catrina Fronick"",""Kristin Ardlie"",""Stacey Gabriel"",""Jill P. Mesirov"",""Christie Kovar"",""Erin Pleasance"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko"",""Mark S. Guyer""]",1.1021530000000002,Alex A. Pollen,"[""Mark Dickson"",""Evan Mauceli"",""Jane Grimwood"",""Eric S. Lander"",""Michael C. Zody"",""Stephen M. J. Searle"",""Ewan Birney""]",0.25085250000000003,Zhucheng Chen,"[""Nikola P. Pavletich"",""Zbyszek Otwinowski""]",0.15066300000000002,Aiko Sueta,"[""Julian Peto""]",9
Daniele Merico,"[""Susan E. Folstein""]",0.3835173125,Mazhar Adli,"[""Wendy Winckler"",""Carrie Sougnez"",""Eric S. Lander"",""Chad Nusbaum"",""Michael E. Greenberg"",""Kristian Cibulskis"",""Kristin Ardlie"",""Stacey Gabriel"",""Tarjei S. Mikkelsen"",""Andrey Sivachenko""]",1.0978689999999998,Ludmil B. Alexandrov,"[""Zemin Ning"",""Stuart McLaren"",""Marc van de Wetering"",""Yasushi Totoki"",""Nick Goldman"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Graham R. Bignell""]",0.2485235,Alexander Pym,"[""Karin Eiglmeier""]",0.15053550000000002,Pierre Sujobert,"[""Joel S. Hayflick""]",9
Sachet A. Shukla,"[""Daniel C. Koboldt"",""Lora Lewis"",""Jeffrey G. Reid"",""Gordon Saksena"",""Wendy Winckler"",""Boris Reva"",""Jane Peterson"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Andrew J. Mungall"",""David Haussler"",""Huyen Dinh"",""Elaine R. Mardis"",""David J. Dooling"",""Kristian Cibulskis"",""Lucinda Fulton"",""Catrina Fronick"",""Kristin Ardlie"",""Stacey Gabriel"",""Jill P. Mesirov"",""Christie Kovar"",""Erin Pleasance"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko"",""Mark S. Guyer""]",0.3820399062500001,Yasmeen Rahimi,"[""Stacey Gabriel""]",1.080427,Pirjo Komulainen,"[""Gonçalo R. Abecasis"",""Mark J. Daly"",""David Altshuler""]",0.24764375,Zamin Iqbal,"[""Daniel C. Koboldt"",""Lora Lewis"",""Zemin Ning"",""Stephen Frank Schaffner"",""Richard Durbin"",""Jeffrey G. Reid"",""Jeffrey C. Barrett"",""Charmaine D. Royal"",""Gilean McVean"",""David B. Jaffe"",""Jane Peterson"",""Alexej Abyzov"",""Carrie Sougnez"",""Gonçalo R. Abecasis"",""Adam Frankish"",""Felsenfeld Al"",""Mark J. Daly"",""Michael L. Metzker"",""David Altshuler"",""Eric S. Lander"",""Hoda Khouri"",""Deanna M. Church"",""Robert S. Fulton"",""Stephen T. Sherry"",""Toby Bloom"",""David Haussler"",""Alexander E. Urban"",""Sean Humphray"",""Michael C. Wendl"",""Huyen Dinh"",""Carol Churcher"",""Elaine R. Mardis"",""Richa Agarwala"",""Mark A. DePristo"",""Audrey Duncanson"",""David J. Dooling"",""Timothy Fennell"",""Zhengdong D. Zhang"",""Kristian Cibulskis"",""Adam Auton"",""Lucinda Fulton"",""Jonathan Marchini"",""Alastair Kent"",""Stacey Gabriel"",""Michael D. McLellan"",""Jonathan Sebat"",""Robert M. Kuhn"",""Kiran Garimella"",""Anthony J. Cox"",""David R. Bentley"",""Fuli Yu"",""Christie Kovar"",""Aaron McKenna"",""Gabor T. Marth"",""W. James Kent"",""Simon Myers"",""Harold Swerdlow"",""Mark S. Guyer""]",0.15051000000000006,Fiona J. Charlson,"[""Thomas R. Fleming"",""Alan D. Lopez"",""Marita Cross"",""Ali A. Mokdad"",""C. Arden Pope"",""Charles Atkinson"",""Gitanjali M. Singh"",""Mukesh Dherani"",""Paul McGale"",""Catherine Michaud"",""Nicholas Kassebaum""]",9
Gabriela Surdulescu,"[""Richard Durbin""]",0.36914359999999996,Matthew S. Davids,"[""Carrie Sougnez"",""Eric S. Lander"",""Kristian Cibulskis"",""Stacey Gabriel"",""Kenneth J. Livak""]",1.055301,Matthew M. Gubin,"[""Elaine R. Mardis""]",0.24755450000000004,Pirjo Komulainen,"[""Gonçalo R. Abecasis"",""Mark J. Daly"",""David Altshuler""]",0.15000000000000002,Shalini C. Reshmi,"[""Jinghui Zhang""]",9
David C. Wedge,"[""Zemin Ning"",""Stuart McLaren"",""Marc van de Wetering"",""Yasushi Totoki"",""Nick Goldman"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Graham R. Bignell""]",0.3678366578947369,Chengzu Long,"[""Gregory J. Hannon""]",1.044948,Mike A. Nalls,"[""Rachel M. Freathy""]",0.24633900000000006,Nobuhiko Kayagaki,"[""Vishva M. Dixit""]",0.15000000000000002,Aleksandra Gentry-Maharaj,"[""Julian Peto"",""Paul T. Spellman""]",9
Jurre J. Kamphorst,"[""Hilary A. Coller""]",0.36451328571428576,Nir Yosef,"[""Aravind Subramanian""]",1.0270555,Harm Jan Westra,"[""Jeffrey C. Barrett"",""Suzannah Bumpstead"",""Mark J. Daly"",""Barbara E. Stranger""]",0.24481325000000004,Justin M. Zook,"[""Andrew Kasarskis"",""Stephen T. Sherry"",""Elaine R. Mardis"",""Richa Agarwala""]",0.15000000000000002,Philipp A. Lang,"[""Andrew Wakeham"",""Bert Vogelstein""]",9
Ludmil B. Alexandrov,"[""Zemin Ning"",""Stuart McLaren"",""Marc van de Wetering"",""Yasushi Totoki"",""Nick Goldman"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Graham R. Bignell""]",0.3625460789473685,Paul L. Auer,"[""Gonçalo R. Abecasis""]",1.0222445,Maria Pia Cicalese,"[""Elia Stupka""]",0.24466025,Mara Rosenberg,"[""Heidi Greulich"",""Gordon Saksena"",""Boris Reva"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Andrew J. Mungall"",""David Haussler"",""Michael C. Wendl"",""Elaine R. Mardis"",""Timothy Fennell"",""Kristian Cibulskis"",""Catrina Fronick"",""Stacey Gabriel"",""Michael D. McLellan"",""Jill P. Mesirov"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko""]",0.15000000000000002,Jason Roszik,"[""Gordon Saksena"",""Carrie Sougnez"",""Eric S. Lander"",""Andrew J. Mungall"",""David Haussler"",""Timothy Fennell"",""Kristian Cibulskis"",""Stacey Gabriel""]",9
Niccolo Bolli,"[""Stuart McLaren"",""Yasushi Totoki"",""P. Andrew Futreal"",""Andrew Menzies"",""Jon Teague"",""Graham R. Bignell""]",0.3613992500000001,Joshua G. Schraiber,"[""Stuart McLaren"",""Lucy Matthews"",""Sean Humphray"",""Carol Churcher"",""Jane Rogers"",""Stephen M. J. Searle"",""Nick Patterson""]",0.9996005,Jouke-Jan Hottenga,"[""Gonçalo R. Abecasis"",""Sarah Edkins"",""Mark J. Daly"",""Ian Dunham"",""Timo T. Valle"",""Sarah Hunt"",""Ewan Birney""]",0.2434575,David A. Barbie,"[""Aravind Subramanian"",""Eric S. Lander"",""Pablo Tamayo"",""Jill P. Mesirov"",""Craig H. Mermel"",""Ed Harlow""]",0.15000000000000002,Sergey Soshnikov,"[""Alan D. Lopez"",""Mukesh Dherani"",""Nicholas Kassebaum""]",9
Richard Bourgon,"[""Michael B. Eisen""]",0.3594810833333333,Sardana A. Fedorova,"[""Julian Peto"",""Ross L. Prentice"",""Anders Krogh"",""Michael J. Thun"",""Nick Patterson""]",0.9996005,Lewin Eisele,"[""Gonçalo R. Abecasis"",""Mark J. Daly""]",0.2434192500000001,Yan W. Asmann,"[""Gordon Saksena"",""Carrie Sougnez"",""Eric S. Lander""]",0.15000000000000002,Jose M. C. Tubio,"[""James E. Galagan"",""Bruce W. Birren"",""Zemin Ning"",""Stuart McLaren"",""David B. Jaffe"",""Granger G. Sutton"",""Steven L. Salzberg"",""Evan Mauceli"",""Chad Nusbaum"",""Karin Eiglmeier"",""David Torrents"",""J. Craig Venter"",""P. Andrew Futreal"",""Andrew Menzies"",""Jennifer R. Wortman"",""Jon Teague"",""Ewan Birney"",""Graham R. Bignell""]",9
Jonas A. Sellberg,"[""Ralf W. Grosse-Kunstleve""]",0.357206625,Anguraj Sadanandam,"[""Paul T. Spellman"",""David Haussler"",""Douglas Hanahan""]",0.9879385,Niek Verweij,"[""Gonçalo R. Abecasis"",""Sarah Edkins"",""Nick Goldman""]",0.24273500000000006,Alex A. Pollen,"[""Mark Dickson"",""Evan Mauceli"",""Jane Grimwood"",""Eric S. Lander"",""Michael C. Zody"",""Stephen M. J. Searle"",""Ewan Birney""]",0.15000000000000002,Samia Alhabib,"[""Alan D. Lopez"",""Nicholas Kassebaum""]",9
Charlie E. Massie,"[""Ronald A. Laskey"",""Stuart McLaren"",""Jon Teague""]",0.3571039166666666,Krisztian Homicsko,"[""Douglas Hanahan""]",0.9879385,Alena Stančáková,"[""Wendy Winckler"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Mark J. Daly"",""David Altshuler"",""Rory Collins"",""Sarah Hunt""]",0.24273500000000006,Andaine Seguin-Orlando,"[""Anders Krogh""]",0.15000000000000002,Catherine Broome,"[""Edmund A. Gehan""]",8
Peter Van Loo,"[""Stuart McLaren"",""Therese Sørlie"",""David Haussler"",""P. Andrew Futreal"",""Andrew Menzies"",""Jon Teague"",""Graham R. Bignell""]",0.3459925952380953,Jurre J. Kamphorst,"[""Hilary A. Coller""]",0.968873,Jouke Jan Hottenga,"[""Beverley Shields"",""Sarah S. Murray"",""Rhian Gwilliam"",""Julian Peto"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Katherine S. Elliott"",""Suzannah Bumpstead"",""Mark J. Daly"",""David Altshuler"",""Kristin Ardlie"",""Stacey Gabriel"",""David R. Cox"",""Timo T. Valle"",""Rachel M. Freathy"",""Sarah Hunt""]",0.241613,Ernest Turro,"[""Nick Goldman"",""Kate Downes""]",0.15000000000000002,Daniele Merico,"[""Susan E. Folstein""]",8
Paul L. Auer,"[""Gonçalo R. Abecasis""]",0.3459053846153846,Aleksandra Gentry-Maharaj,"[""Julian Peto"",""Paul T. Spellman""]",0.9562335,Carolina Medina-Gomez,"[""Gonçalo R. Abecasis"",""Sarah Edkins"",""Rory Collins"",""David R. Cox"",""Sarah Hunt""]",0.241613,Jouke Jan Hottenga,"[""Beverley Shields"",""Sarah S. Murray"",""Rhian Gwilliam"",""Julian Peto"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Katherine S. Elliott"",""Suzannah Bumpstead"",""Mark J. Daly"",""David Altshuler"",""Kristin Ardlie"",""Stacey Gabriel"",""David R. Cox"",""Timo T. Valle"",""Rachel M. Freathy"",""Sarah Hunt""]",0.15000000000000002,Manuel A. Rivas,"[""Daniel C. Koboldt"",""Stephen Frank Schaffner"",""Richard Durbin"",""Jeffrey G. Reid"",""Jeffrey C. Barrett"",""David B. Jaffe"",""Jane Peterson"",""Alexej Abyzov"",""Carrie Sougnez"",""Gonçalo R. Abecasis"",""Felsenfeld Al"",""Mark J. Daly"",""Michael L. Metzker"",""David Altshuler"",""Eric S. Lander"",""Hoda Khouri"",""Robert S. Fulton"",""Stephen T. Sherry"",""Toby Bloom"",""David Haussler"",""Alexander E. Urban"",""Sean Humphray"",""Michael C. Wendl"",""Huyen Dinh"",""Carol Churcher"",""Elaine R. Mardis"",""Richa Agarwala"",""Mark A. DePristo"",""Audrey Duncanson"",""David J. Dooling"",""Timothy Fennell"",""Zhengdong D. Zhang"",""Kristian Cibulskis"",""Adam Auton"",""Lucinda Fulton"",""Jonathan Marchini"",""Alastair Kent"",""Sheila Seal"",""Stacey Gabriel"",""Michael D. McLellan"",""Jonathan Sebat"",""Robert M. Kuhn"",""Kiran Garimella"",""Anthony J. Cox"",""David R. Bentley"",""Fuli Yu"",""Christie Kovar"",""Aaron McKenna"",""Gabor T. Marth"",""Simon Myers"",""Andrey Sivachenko"",""Harold Swerdlow"",""Mark S. Guyer""]",8
Domitille Chalopin,"[""David B. Jaffe"",""Evan Mauceli"",""Patrick Minx"",""Eric S. Lander"",""Stephen M. J. Searle"",""Mark Yandell"",""LaDeana W. Hillier""]",0.335170375,David A. Barbie,"[""Aravind Subramanian"",""Eric S. Lander"",""Pablo Tamayo"",""Jill P. Mesirov"",""Craig H. Mermel"",""Ed Harlow""]",0.9516264999999999,Luca Simonelli,"[""Federica Sallusto""]",0.24087350000000002,Narisu Narisu,"[""Daniel C. Koboldt"",""Beverley Shields"",""Richard Durbin"",""Rhian Gwilliam"",""Gonçalo R. Abecasis"",""Sarah Edkins"",""Katherine S. Elliott"",""Suzannah Bumpstead"",""Mark J. Daly"",""David Altshuler"",""Robert S. Fulton"",""Alice C. Young"",""Rory Collins"",""James C. Mullikin"",""Catrina Fronick"",""Jonathan Marchini"",""Kristin Ardlie"",""Stacey Gabriel"",""Michael D. McLellan"",""Timo T. Valle"",""Rachel M. Freathy"",""Sarah Hunt""]",0.15000000000000002,Zhi Rong Qian,"[""Gordon Saksena"",""Carrie Sougnez"",""Kristian Cibulskis"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko""]",8
Rahul Satija,"[""Lora Lewis"",""Gerald R. Fink"",""Kim C. Worley"",""Carrie Sougnez"",""Gary Ruvkun"",""Eric S. Lander"",""Huyen Dinh"",""Timothy Fennell"",""Kristian Cibulskis"",""Tarjei S. Mikkelsen"",""Christie Kovar"",""Erica Sodergren"",""Andrey Sivachenko""]",0.3336271999999999,Brendan Bulik-Sullivan,"[""Mark Weiser"",""Mark J. Daly"",""Kung-Yee Liang"",""Chris C A Spencer""]",0.944461,Oded Rechavi,"[""Gregory J. Hannon""]",0.2369465,Lars Anders,"[""Tong Ihn Lee""]",0.15000000000000002,Justin Beardsley,"[""Thomas R. Fleming"",""Alan D. Lopez"",""C. Arden Pope"",""Charles Atkinson"",""Gitanjali M. Singh"",""Mukesh Dherani"",""Nicholas Kassebaum""]",8
Alan Pittman,"[""Nigel P. Carter""]",0.3311367,Nicholas McGranahan,"[""P. Andrew Futreal""]",0.929059,Mei Jie Zhang,"[""Cladd E. Stevens""]",0.23621975000000006,Zhongwu Lai,"[""Zhiping Gu"",""Keith Nelson"",""Granger G. Sutton"",""Karen A. Ketchum"",""Eugene W. Myers"",""Huaiyu Mi"",""Russell Turner"",""Steven L. Salzberg"",""Monica Williams"",""Aaron L. Halpern"",""Ross A. Lippert"",""Richard R. Copley"",""Josep F. Abril"",""Douglas B. Rusch"",""Michael W. Hunkapiller"",""Fu Lu"",""Hamilton O. Smith"",""Timothy B. Stockwell"",""Mark Yandell"",""David Torrents"",""Suzanna E. Lewis"",""Arthur L. Delcher"",""Ivica Letunic"",""J. Craig Venter"",""Dennis A. Gilbert"",""Karen Eilbeck"",""A. H.-J. Wang"",""Kimmen Sjölander"",""William H. Majoros"",""Michele Cargill"",""Jingtao Sun"",""Jinghui Zhang"",""Gerald M. Rubin"",""George L. Gabor Miklos"",""Ali Zandieh"",""Jennifer R. Wortman"",""Mark D. Adams"",""Ewan Birney"",""Emily S. Winn-Deen""]",0.15000000000000002,Vincent Magrini,"[""Daniel C. Koboldt"",""Lora Lewis"",""Bruce W. Birren"",""Jeffrey G. Reid"",""Stuart McLaren"",""Gordon Saksena"",""Boris Reva"",""Granger G. Sutton"",""Jane Peterson"",""Laura Elnitski"",""Kim C. Worley"",""Carrie Sougnez"",""Peter J. Turnbaugh"",""Paul T. Spellman"",""Sam Griffiths-Jones"",""Patrick Minx"",""Eric S. Lander"",""Josep F. Abril"",""Robert S. Fulton"",""Toby Bloom"",""John D. McPherson"",""Chad Nusbaum"",""Andrew J. Mungall"",""David Haussler"",""Terrence S. Furey"",""Sean Humphray"",""Michael C. Wendl"",""Huyen Dinh"",""Elaine R. Mardis"",""Jane Rogers"",""Arian Smit"",""David J. Dooling"",""Stephen M. J. Searle"",""David Torrents"",""Kristian Cibulskis"",""Sean R. Eddy"",""Ivica Letunic"",""LaDeana W. Hillier"",""Michael R. Brent"",""Lynn M. Schriml"",""Lucinda Fulton"",""Catrina Fronick"",""Heather Schmidt"",""Stacey Gabriel"",""Michael D. McLellan"",""Tina Graves"",""Webb Miller"",""Christie Kovar"",""Sandra W. Clifton"",""Erica Sodergren"",""Ruth E. Ley"",""Glenn Tesler"",""Colin N. Dewey"",""Jennifer R. Wortman"",""Gabor T. Marth"",""W. James Kent"",""Catherine A. Lozupone"",""Ewan Birney""]",8
Mazhar Adli,"[""Wendy Winckler"",""Carrie Sougnez"",""Eric S. Lander"",""Chad Nusbaum"",""Michael E. Greenberg"",""Kristian Cibulskis"",""Kristin Ardlie"",""Stacey Gabriel"",""Tarjei S. Mikkelsen"",""Andrey Sivachenko""]",0.33099474999999995,Charlie E. Massie,"[""Ronald A. Laskey"",""Stuart McLaren"",""Jon Teague""]",0.9279539999999998,Hovhannes Sahakyan,"[""Nick Patterson""]",0.2327177500000001,Selina Vattathil,"[""Lora Lewis"",""Jeffrey G. Reid"",""Granger G. Sutton"",""Kim C. Worley"",""Aaron L. Halpern"",""Patrick Minx"",""David Haussler"",""Huyen Dinh"",""Elaine R. Mardis"",""Arian Smit"",""Lucinda Fulton"",""J. Craig Venter"",""Brygg Ullmer"",""Robert M. Kuhn"",""Webb Miller"",""Christie Kovar"",""Erica Sodergren"",""W. James Kent"",""Ewan Birney"",""Robert Baertsch""]",0.15000000000000002,Ellen M. Durand,"[""Judah Folkman""]",8
Qiaomei Fu,"[""James C. Mullikin"",""Nick Patterson""]",0.33065900000000004,Keiran Raine,"[""Zemin Ning"",""Stuart McLaren"",""Sarah Edkins"",""Yasushi Totoki"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""David Torrents"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Ewan Birney"",""Graham R. Bignell""]",0.923194,I. Bozic,"[""Victor E. Velculescu"",""Bert Vogelstein"",""Kenneth W. Kinzler""]",0.23053325,Adrian Dubuc,"[""Carrie Sougnez"",""Eric S. Lander"",""Andrew J. Mungall"",""Kristian Cibulskis"",""Stacey Gabriel"",""Kenneth J. Livak""]",0.15000000000000002,Marina Caskey,"[""Ralph M. Steinman""]",8
Joshua G. Schraiber,"[""Stuart McLaren"",""Lucy Matthews"",""Sean Humphray"",""Carol Churcher"",""Jane Rogers"",""Stephen M. J. Searle"",""Nick Patterson""]",0.3264670833333333,Niccolo Bolli,"[""Stuart McLaren"",""Yasushi Totoki"",""P. Andrew Futreal"",""Andrew Menzies"",""Jon Teague"",""Graham R. Bignell""]",0.923194,Daniel Carlin,"[""Daniel C. Koboldt"",""Lora Lewis"",""Jeffrey G. Reid"",""Gordon Saksena"",""Wendy Winckler"",""Boris Reva"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Andrew J. Mungall"",""David Haussler"",""Michael C. Wendl"",""Huyen Dinh"",""Elaine R. Mardis"",""David J. Dooling"",""Kristian Cibulskis"",""Catrina Fronick"",""Kristin Ardlie"",""Heather Schmidt"",""Stacey Gabriel"",""Michael D. McLellan"",""Jill P. Mesirov"",""Christie Kovar"",""Erin Pleasance"",""Robert C. Onofrio"",""Andrey Sivachenko"",""Mark S. Guyer""]",0.23014650000000006,Marion Maetens,"[""Stuart McLaren"",""Andrew Menzies""]",0.15000000000000002,Keiran Raine,"[""Zemin Ning"",""Stuart McLaren"",""Sarah Edkins"",""Yasushi Totoki"",""Nigel P. Carter"",""Sean Humphray"",""Stephen M. J. Searle"",""David Torrents"",""P. Andrew Futreal"",""Andrew Menzies"",""Anthony J. Cox"",""David R. Bentley"",""Jon Teague"",""Ewan Birney"",""Graham R. Bignell""]",8
Selina Vattathil,"[""Lora Lewis"",""Jeffrey G. Reid"",""Granger G. Sutton"",""Kim C. Worley"",""Aaron L. Halpern"",""Patrick Minx"",""David Haussler"",""Huyen Dinh"",""Elaine R. Mardis"",""Arian Smit"",""Lucinda Fulton"",""J. Craig Venter"",""Brygg Ullmer"",""Robert M. Kuhn"",""Webb Miller"",""Christie Kovar"",""Erica Sodergren"",""W. James Kent"",""Ewan Birney"",""Robert Baertsch""]",0.3235799166666667,Timothy E. Reddy,"[""Laura Elnitski"",""Alexej Abyzov"",""Rajinder Kaul"",""Adam Frankish"",""Ian Dunham"",""Mark Diekhans"",""David Haussler"",""Terrence S. Furey"",""Stephen M. J. Searle"",""Tim Hubbard"",""Zhengdong D. Zhang"",""Michael R. Brent"",""Serafim Batzoglou"",""Ghia Euskirchen"",""Gavin Sherlock"",""Robert M. Kuhn"",""Webb Miller"",""Tarjei S. Mikkelsen"",""Vishwanath R. Iyer"",""W. James Kent"",""Gregory J. Hannon"",""Ewan Birney"",""Peter J. Sabo""]",0.8875704999999999,Kenneth Thress,"[""William J. Henzel"",""Zhongwu Lai""]",0.22888425,Daniel J. Weisenberger,"[""Daniel C. Koboldt"",""Lora Lewis"",""Jeffrey G. Reid"",""Gordon Saksena"",""Wendy Winckler"",""Boris Reva"",""Jane Peterson"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Toby Bloom"",""Andrew J. Mungall"",""David Haussler"",""Michael C. Wendl"",""Huyen Dinh"",""Elaine R. Mardis"",""David J. Dooling"",""Timothy Fennell"",""Kristian Cibulskis"",""Jennifer Baldwin"",""Lucinda Fulton"",""Catrina Fronick"",""Kristin Ardlie"",""Heather Schmidt"",""Stacey Gabriel"",""Gavin Sherlock"",""Michael D. McLellan"",""Jill P. Mesirov"",""Jinghui Zhang"",""Craig H. Mermel"",""Christie Kovar"",""Erin Pleasance"",""Daphne W. Bell"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko"",""Mark S. Guyer""]",0.15000000000000002,Anguraj Sadanandam,"[""Paul T. Spellman"",""David Haussler"",""Douglas Hanahan""]",8
Mei Jie Zhang,"[""Cladd E. Stevens""]",0.32103912500000004,Federica Di Palma,"[""Bruce W. Birren"",""Andreas Heger"",""Mark Dickson"",""David B. Jaffe"",""Kim C. Worley"",""Evan Mauceli"",""Jane Grimwood"",""Eric S. Lander"",""Chad Nusbaum"",""Nick Goldman"",""David Haussler"",""Elaine R. Mardis"",""Michael C. Zody"",""Stephen M. J. Searle"",""Mark Yandell"",""Christie Kovar"",""W. James Kent"",""Ewan Birney""]",0.8798949999999999,Mark Pinese,"[""Lora Lewis"",""Jeffrey G. Reid"",""John D. McPherson"",""Huyen Dinh""]",0.22699299999999997,Deborah A. Altomare,"[""Daphne W. Bell"",""Alan J. Buckler""]",0.15000000000000002,Rileen Sinha,"[""Daniel C. Koboldt"",""Lora Lewis"",""Jeffrey G. Reid"",""Gordon Saksena"",""Wendy Winckler"",""Boris Reva"",""Jane Peterson"",""Carrie Sougnez"",""Paul T. Spellman"",""Eric S. Lander"",""Robert S. Fulton"",""Andrew J. Mungall"",""David Haussler"",""Michael C. Wendl"",""Huyen Dinh"",""Elaine R. Mardis"",""David J. Dooling"",""Kristian Cibulskis"",""Lucinda Fulton"",""Catrina Fronick"",""Kristin Ardlie"",""Heather Schmidt"",""Stacey Gabriel"",""Michael D. McLellan"",""Jill P. Mesirov"",""Christie Kovar"",""Erin Pleasance"",""Daphne W. Bell"",""Robert C. Onofrio"",""Aaron McKenna"",""Andrey Sivachenko"",""Mark S. Guyer""]",8
